% Model:              test_case_2.mph
% Version:            COMSOL 5.5.0.359
% Date:               May 13 2020, 14:38
% Dimension:          1
% Nodes:              1000
% Expressions:        1
% Description:        Line graph
% s                       Height
0.5305305305305303        1.3209312415076546E-5
0.5345345345345347        1.311431706377397E-5
0.5385385385385386        1.3020256051642087E-5
0.5425425425425425        1.2927149774118074E-5
0.5465465465465464        1.2835019008387532E-5
0.5505505505505504        1.2743884911591452E-5
0.5545545545545547        1.262703527281512E-5
0.5585585585585587        1.2543866210501652E-5
0.5625625625625625        1.2461374026854366E-5
0.5665665665665665        1.2340275391715492E-5
0.5705705705705704        1.2249001323554047E-5
0.5745745745745747        1.215835860889912E-5
0.5785785785785786        1.2068361473616337E-5
0.5825825825825826        1.1979024468221825E-5
0.5865865865865865        1.1890362472177258E-5
0.5905905905905904        1.1802390697921335E-5
0.5945945945945947        1.1715124694603639E-5
0.5985985985985987        1.1628580351485648E-5
0.6026026026026026        1.15427739009702E-5
0.6066066066066065        1.1443129498245398E-5
0.6106106106106104        1.1364159849379384E-5
0.6146146146146146        1.1285680086347778E-5
0.6186186186186187        1.120770050014878E-5
0.6226226226226226        1.1130231603663568E-5
0.6266266266266265        1.1033772221021216E-5
0.6306306306306309        1.094916478213489E-5
0.6346346346346348        1.0865036031899393E-5
0.6386386386386387        1.078139717614395E-5
0.6426426426426426        1.0698259704840839E-5
0.6466466466466465        1.0615635397932702E-5
0.6506506506506509        1.0533536331101071E-5
0.6546546546546548        1.045197488145546E-5
0.6586586586586587        1.0372932670881935E-5
0.6626626626626626        1.0297151421029425E-5
0.6666666666666665        1.0221707580503078E-5
0.6706706706706709        1.0146608675600366E-5
0.6746746746746748        1.007186242216261E-5
0.6786786786786787        9.997476730001515E-6
0.6826826826826826        9.923459707361187E-6
0.6866866866866866        9.849819665408492E-6
0.6906906906906909        9.77656512274443E-6
0.6946946946946948        9.70370480992728E-6
0.6986986986986987        9.64700583746541E-6
0.7027027027027026        9.568273316754493E-6
0.7067067067067065        9.489912406189618E-6
0.7107107107107109        9.411932387517271E-6
0.7147147147147148        9.357821331147086E-6
0.7187187187187187        9.285065361367618E-6
0.7227227227227226        9.212527771464834E-6
0.7267267267267266        9.14021376068947E-6
0.7307307307307309        9.068128677854525E-6
0.7347347347347348        8.99627802600073E-6
0.7387387387387387        8.924667467195838E-6
0.7427427427427427        8.85330282747004E-6
0.7467467467467466        8.782190101887882E-6
0.750750750750751         8.737923584319811E-6
0.7547547547547548        8.679823438849927E-6
0.7587587587587588        8.622033781798854E-6
0.7627627627627626        8.564560898261583E-6
0.7667667667667665        8.507411208249951E-6
0.7707707707707709        8.450591268849766E-6
0.7747747747747749        8.365461884667253E-6
0.7787787787787788        8.311641841270317E-6
0.7827827827827826        8.25802136889018E-6
0.7867867867867866        8.180231156609234E-6
0.790790790790791         8.12323328627041E-6
0.7947947947947949        8.066408108736579E-6
0.7987987987987988        8.009759299511884E-6
0.8028028028028027        7.953290627246768E-6
0.8068068068068066        7.897005956227543E-6
0.8108108108108109        7.84090924892279E-6
0.8148148148148149        7.785004568585694E-6
0.8188188188188188        7.729296081912282E-6
0.8228228228228227        7.673788061755222E-6
0.8268268268268266        7.6184848898922905E-6
0.830830830830831         7.563391059849062E-6
0.8348348348348349        7.509553183453779E-6
0.8388388388388388        7.458021443409269E-6
0.8428428428428427        7.406611508663303E-6
0.8468468468468466        7.3553259332849585E-6
0.850850850850851         7.304167336810155E-6
0.8548548548548549        7.25313840610216E-6
0.8588588588588588        7.202241897263866E-6
0.8628628628628627        7.151480637603017E-6
0.8668668668668665        7.100857527651032E-6
0.8708708708708711        7.050375543236332E-6
0.8748748748748749        7.000037737613397E-6
0.8788788788788788        6.949847243647727E-6
0.8828828828828826        6.899807276058014E-6
0.8868868868868871        6.8499211337158705E-6
0.890890890890891         6.8001922020036135E-6
0.8948948948948949        6.771132022873999E-6
0.8988988988988988        6.718671904006163E-6
0.9029029029029028        6.6995749846839055E-6
0.9069069069069071        6.650932404870673E-6
0.910910910910911         6.602354190569307E-6
0.9149149149149151        6.512892984531397E-6
0.9189189189189189        6.4726606048344E-6
0.9229229229229228        6.432517497450882E-6
0.9269269269269271        6.3924653442054045E-6
0.9309309309309309        6.352505865478706E-6
0.934934934934935         6.312640821180556E-6
0.9389389389389389        6.272872011746092E-6
0.9429429429429428        6.233201279156591E-6
0.9469469469469471        6.193630507983955E-6
0.9509509509509511        6.154161626460539E-6
0.954954954954955         6.1147966075731385E-6
0.9589589589589588        6.075537470182867E-6
0.9629629629629628        6.0363862801698645E-6
0.9669669669669672        5.997345151604055E-6
0.970970970970971         5.958416247941572E-6
0.974974974974975         5.911999997264978E-6
0.9789789789789789        5.875142015776066E-6
0.9829829829829828        5.8383453622279955E-6
0.9869869869869871        5.801611203536287E-6
0.9909909909909911        5.76494073435128E-6
0.994994994994995         5.728335177815992E-6
0.9989989989989989        5.691795786345601E-6
1.0030030030030026        5.655323842429836E-6
1.0070070070070072        5.618920659458151E-6
1.011011011011011         5.582587582568911E-6
1.0150150150150148        5.546325989522718E-6
1.019019019019019         5.510137291601243E-6
1.0230230230230228        5.4740229345309E-6
1.0270270270270274        5.4379843994335175E-6
1.031031031031031         5.413588173146184E-6
1.035035035035035         5.376196299201759E-6
1.039039039039039         5.338858840338354E-6
1.0430430430430429        5.3015769462446775E-6
1.0470470470470472        5.264351797442174E-6
1.0510510510510511        5.253146903007403E-6
1.055055055055055         5.218735166439996E-6
1.059059059059059         5.1843538272533825E-6
1.0630630630630629        5.150003494244819E-6
1.0670670670670672        5.088352192803838E-6
1.0710710710710711        5.059512842379222E-6
1.075075075075075         5.030715910446015E-6
1.079079079079079         5.001962129630307E-6
1.0830830830830829        4.97325224839065E-6
1.0870870870870872        4.9445870314127584E-6
1.0910910910910911        4.915967260014493E-6
1.095095095095095         4.88739373256128E-6
1.099099099099099         4.858867264893137E-6
1.1031031031031029        4.830388690762605E-6
1.107107107107107         4.80195886228427E-6
1.1111111111111112        4.773578650396309E-6
1.1151151151151153        4.745248945334143E-6
1.119119119119119         4.716970657116274E-6
1.1231231231231231        4.688744716043253E-6
1.1271271271271273        4.6605720732090915E-6
1.1311311311311312        4.626201003189524E-6
1.1351351351351349        4.59999520437257E-6
1.139139139139139         4.573821117128137E-6
1.1431431431431434        4.5476792890023745E-6
1.1471471471471473        4.521570279521579E-6
1.1511511511511512        4.495494660499792E-6
1.155155155155155         4.469453016355493E-6
1.159159159159159         4.443445944436959E-6
1.1631631631631634        4.4174740553573616E-6
1.1671671671671673        4.391537973338607E-6
1.1711711711711712        4.3656383365656794E-6
1.1751751751751751        4.339775797550691E-6
1.179179179179179         4.313951023507236E-6
1.1831831831831834        4.2881646967355386E-6
1.1871871871871873        4.266814327918864E-6
1.1911911911911912        4.239999336212937E-6
1.1951951951951951        4.213206312235436E-6
1.199199199199199         4.1864356777640415E-6
1.2032032032032034        4.159687865077408E-6
1.2072072072072075        4.1537837260486404E-6
1.2112112112112112        4.129302086711916E-6
1.2152152152152151        4.104834831811338E-6
1.219219219219219         4.080382220107727E-6
1.2232232232232234        4.032493965623159E-6
1.2272272272272273        4.011885759910154E-6
1.2312312312312312        3.991298585077304E-6
1.2352352352352352        3.970732768242817E-6
1.239239239239239         3.950188642994317E-6
1.2432432432432434        3.9296665495398305E-6
1.2472472472472473        3.909166834862684E-6
1.2512512512512513        3.8886898528804795E-6
1.2552552552552552        3.868235964608142E-6
1.259259259259259         3.847805538325332E-6
1.2632632632632634        3.82739894974815E-6
1.2672672672672673        3.8070165822053707E-6
1.2712712712712713        3.786658826819083E-6
1.2752752752752752        3.7663260826904235E-6
1.279279279279279         3.7460187570897965E-6
1.2832832832832834        3.725737265652267E-6
1.2872872872872871        3.705482032578015E-6
1.2912912912912913        3.6852534908380253E-6
1.2952952952952952        3.665200917982593E-6
1.299299299299299         3.6440347829808556E-6
1.3033033033033035        3.622878311899015E-6
1.3073073073073074        3.6017316750339813E-6
1.3113113113113113        3.5805950466254285E-6
1.3153153153153152        3.559468604968235E-6
1.3193193193193191        3.538352532528528E-6
1.3233233233233235        3.5172470160635705E-6
1.3273273273273274        3.4961522467458035E-6
1.3313313313313313        3.4800147101983733E-6
1.3353353353353352        3.4631214862682936E-6
1.3393393393393391        3.44624204613699E-6
1.3433433433433435        3.4293765933366175E-6
1.3473473473473474        3.4125253352526446E-6
1.3513513513513513        3.395688483210787E-6
1.3553553553553552        3.378866252566535E-6
1.3593593593593591        3.3620588627965803E-6
1.3633633633633635        3.3452665375928176E-6
1.3673673673673674        3.328489504958785E-6
1.3713713713713713        3.3117279973084524E-6
1.375375375375375         3.2949822515676488E-6
1.3793793793793796        3.2782525092781046E-6
1.3833833833833835        3.2615390167042385E-6
1.3873873873873872        3.2448420249425137E-6
1.3913913913913916        3.2281617900340185E-6
1.3953953953953955        3.2114985730794092E-6
1.3993993993993994        3.194852640357646E-6
1.4034034034034033        3.1782242634468594E-6
1.4074074074074074        3.1616137193493645E-6
1.4114114114114111        3.1439927314300673E-6
1.4154154154154153        3.126034110814963E-6
1.4194194194194196        3.1024763658860664E-6
1.4234234234234235        3.088028261011994E-6
1.4274274274274275        3.0735876658387775E-6
1.4314314314314316        3.0591546867139243E-6
1.4354354354354353        3.0447294319448233E-6
1.4394394394394399        3.0303120118427928E-6
1.4434434434434438        3.015902538767843E-6
1.4474474474474477        3.00150112717518E-6
1.4514514514514512        2.987107893662616E-6
1.4554554554554553        2.9727229570192565E-6
1.4594594594594597        2.9583464382754515E-6
1.4634634634634636        2.9439784607542374E-6
1.4674674674674675        2.9296191501239066E-6
1.4714714714714714        2.915268634452171E-6
1.4754754754754753        2.9009270442616365E-6
1.4794794794794797        2.886594512586848E-6
1.4834834834834838        2.8722711750328655E-6
1.4874874874874875        2.8579571698352515E-6
1.4914914914914916        2.8436526379220208E-6
1.495495495495495         2.8293577229768807E-6
1.4994994994994995        2.8150725715045475E-6
1.5035035035035036        2.8059523296088995E-6
1.5075075075075075        2.792712095744197E-6
1.5115115115115114        2.7794772376071584E-6
1.5155155155155153        2.7662478323568158E-6
1.5195195195195197        2.753023958603245E-6
1.5235235235235236        2.739805696440913E-6
1.5275275275275275        2.7265931274832133E-6
1.5315315315315314        2.713386334897674E-6
1.5355355355355353        2.700185403442179E-6
1.5395395395395397        2.686990419502278E-6
1.5435435435435436        2.6738014711294348E-6
1.5475475475475475        2.6575925711063704E-6
1.5515515515515514        2.645659251516177E-6
1.5555555555555554        2.6337336138629772E-6
1.5595595595595597        2.6218157629733593E-6
1.5635635635635636        2.6099058055195674E-6
1.5675675675675675        2.5980038500585593E-6
1.5715715715715715        2.586110007072167E-6
1.5755755755755754        2.5742243890080368E-6
1.5795795795795797        2.5623471103216756E-6
1.5835835835835836        2.5504782875196734E-6
1.5875875875875876        2.5343443823022445E-6
1.5915915915915915        2.5233243335617795E-6
1.5955955955955954        2.5123098762109513E-6
1.5995995995995997        2.5013010841147147E-6
1.6036036036036037        2.4902980324057336E-6
1.6076076076076076        2.4793007975109455E-6
1.6116116116116115        2.46830945717855E-6
1.6156156156156152        2.4573240905057215E-6
1.6196196196196198        2.4463447779670362E-6
1.6236236236236234        2.4353716014435295E-6
1.6276276276276274        2.42440464425241E-6
1.6316316316316315        2.4134439911777355E-6
1.635635635635636         2.402489728501508E-6
1.6396396396396398        2.391541944035835E-6
1.6436436436436437        2.3806007271557007E-6
1.6476476476476474        2.3696661688326457E-6
1.6516516516516513        2.35873836166916E-6
1.6556556556556559        2.3513844457976067E-6
1.6596596596596598        2.3403687367999266E-6
1.6636636636636637        2.3293573606738067E-6
1.6676676676676676        2.3183503791581586E-6
1.6716716716716715        2.307347855145244E-6
1.6756756756756759        2.2963498527068896E-6
1.6796796796796798        2.2853564371216467E-6
1.6836836836836837        2.282346621930884E-6
1.6876876876876876        2.2713932415290868E-6
1.6916916916916915        2.2604411057256196E-6
1.695695695695696         2.237221313258272E-6
1.6996996996996998        2.2286023835309457E-6
1.7037037037037037        2.2199859077289245E-6
1.7077077077077076        2.211371914536842E-6
1.7117117117117115        2.202760433079818E-6
1.715715715715716         2.1941514929315744E-6
1.7197197197197198        2.1855451241230564E-6
1.7237237237237237        2.1769413571510284E-6
1.7277277277277276        2.168340222987027E-6
1.7317317317317316        2.1597417530863427E-6
1.735735735735736         2.1511459793974423E-6
1.7397397397397398        2.1425529343713848E-6
1.7437437437437437        2.1339626509715075E-6
1.7477477477477477        2.1253751626834183E-6
1.7517517517517516        2.1167905035251085E-6
1.755755755755756         2.108208708057353E-6
1.75975975975976          2.0996298113943587E-6
1.7637637637637638        2.0910538492146174E-6
1.7677677677677677        2.0824808577720314E-6
1.7717717717717716        2.0739108739072766E-6
1.775775775775776         2.0653439350594822E-6
1.77977977977978          2.056780079278171E-6
1.7837837837837838        2.04821934523534E-6
1.7877877877877875        2.0396617722380704E-6
1.7917917917917916        2.0311074002412257E-6
1.795795795795796         2.0225562698605812E-6
1.7997997997997999        2.014008422386119E-6
1.8038038038038038        2.005463899795884E-6
1.8078078078078077        1.9969227447697986E-6
1.8118118118118116        1.9883850007042585E-6
1.8158158158158157        1.9798507117267E-6
1.8198198198198199        1.9713199227106743E-6
1.8238238238238238        1.9627926792913364E-6
1.8278278278278277        1.9542690278811667E-6
1.8318318318318318        1.9457490156861864E-6
1.8358358358358362        1.9372326907225814E-6
1.83983983983984          1.9287201018336047E-6
1.8438438438438438        1.920211298707011E-6
1.8478478478478477        1.9117063318928935E-6
1.8518518518518516        1.9032052528219426E-6
1.855855855855856         1.8927932765075223E-6
1.85985985985986          1.9004916776854134E-6
1.8638638638638638        1.8930933036414435E-6
1.8678678678678677        1.8618729564404328E-6
1.8718718718718717        1.8553337678460811E-6
1.875875875875876         1.8487956168540351E-6
1.87987987987988          1.8422585145115782E-6
1.8838838838838838        1.835722472021646E-6
1.8878878878878878        1.8291875007453606E-6
1.891891891891892         1.8226536122050078E-6
1.895895895895896         1.8161208180866915E-6
1.8998998998999           1.8095891302433398E-6
1.9039039039039038        1.803058560697591E-6
1.9079079079079078        1.7965291216448146E-6
1.9119119119119121        1.7900008254562184E-6
1.915915915915916         1.7834736846819695E-6
1.91991991991992          1.77694771205436E-6
1.9239239239239239        1.7704229204911552E-6
1.9279279279279278        1.76389932309887E-6
1.9319319319319321        1.7573769331762332E-6
1.935935935935936         1.7508557642176662E-6
1.93993993993994          1.7443358299168086E-6
1.9439439439439439        1.7378171441702202E-6
1.9479479479479478        1.7312997210810666E-6
1.9519519519519521        1.724783574962907E-6
1.955955955955956         1.7182687203436294E-6
1.95995995995996          1.7117551719693574E-6
1.9639639639639639        1.7052429448085767E-6
1.9679679679679678        1.6987320540562129E-6
1.9719719719719722        1.692222515137911E-6
1.9759759759759763        1.6857143437143711E-6
1.9799799799799798        1.6792075556857495E-6
1.9839839839839837        1.6727021671961947E-6
1.9879879879879876        1.6661981946385257E-6
1.9919919919919922        1.6596956546588583E-6
1.995995995995996         1.6531945641615795E-6
1.9999999999999998        1.6466949403141727E-6
